date,t2m,sp,rh,wind_speed,pwv,tp,Q,M
2019/4/18 21:15,293.87,1003.8,88.12,2.95,39.94,0.02,1,0.02
2019/4/18 21:30,294.12,1004.03,87.19,3.07,40.14,0.01,1,0.01
2019/4/18 21:45,294.37,1004.25,86.26,3.19,40.14,0.01,1,0.01
2019/4/19 0:30,295.3,1005.47,82.72,4.32,41.62,0.01,11,0.01
2019/4/19 0:45,295.34,1005.53,81.83,4.47,40.79,0.01,1,0.01
2019/4/19 1:00,295.39,1005.6,80.93,4.62,39.66,0.01,1,0.01
2019/4/19 1:15,296.11,1005.73,78.68,4.81,39.12,0.01,1,0.01
2019/4/19 1:30,296.83,1005.86,76.43,5.0,38.22,0.01,1,0.01
2019/4/19 5:30,300.05,1004.72,54.93,6.19,39.47,0.01,16,0.01
2019/4/19 5:45,300.02,1004.61,54.0,6.26,39.99,0.01,1,0.01
2019/4/19 6:00,299.99,1004.49,53.08,6.32,40.02,0.01,1,0.01
2019/4/19 6:15,299.97,1004.33,53.03,6.2,39.7,0.01,1,0.01
2019/4/19 6:30,299.95,1004.17,52.97,6.08,40.01,0.01,1,0.01
2019/4/20 5:15,298.0,1004.08,65.3,2.52,37.03,0.01,91,0.01
2019/4/20 5:30,297.98,1003.8,65.3,2.37,37.26,0.02,1,0.02
2019/4/20 5:45,297.96,1003.53,65.3,2.23,37.87,0.02,1,0.02
2019/4/20 6:00,297.94,1003.25,65.31,2.09,38.68,0.03,1,0.03
2019/4/20 6:15,297.94,1003.13,65.49,2.07,38.89,0.03,1,0.03
2019/4/20 6:30,297.93,1003.02,65.68,2.05,39.34,0.02,1,0.02
2019/4/20 6:45,297.93,1002.9,65.87,2.03,39.66,0.02,1,0.02
2019/4/20 7:00,297.92,1002.78,66.05,2.01,40.27,0.01,1,0.01
2019/4/20 7:15,297.84,1002.53,66.22,2.1,41.2,0.02,1,0.02
2019/4/20 7:30,297.76,1002.28,66.39,2.19,42.04,0.02,1,0.02
2019/4/20 7:45,297.68,1002.03,66.55,2.28,42.89,0.03,1,0.03
2019/4/20 8:00,297.6,1001.78,66.72,2.36,43.8,0.03,1,0.03
2019/4/20 8:15,297.71,1001.76,66.94,2.37,44.04,0.03,1,0.03
2019/4/20 8:30,297.81,1001.74,67.16,2.37,43.5,0.03,1,0.03
2019/4/20 8:45,297.92,1001.72,67.38,2.38,42.93,0.02,1,0.02
2019/4/20 9:00,298.02,1001.7,67.6,2.38,42.39,0.02,1,0.02
2019/4/20 9:15,297.62,1001.86,68.73,2.12,42.23,0.02,1,0.02
2019/4/20 9:30,297.22,1002.01,69.87,1.86,42.46,0.03,1,0.03
2019/4/20 9:45,296.81,1002.16,71.01,1.6,42.88,0.03,1,0.03
2019/4/20 10:00,296.41,1002.31,72.14,1.34,42.5,0.03,1,0.03
2019/4/20 10:15,296.22,1002.39,72.98,1.45,42.32,0.11,1,0.11
2019/4/20 10:30,296.02,1002.46,73.82,1.56,42.34,0.19,1,0.19
2019/4/20 10:45,295.83,1002.54,74.67,1.67,42.39,0.27,1,0.27
2019/4/20 11:00,295.63,1002.61,75.51,1.78,42.55,0.35,1,0.35
2019/4/20 11:15,295.64,1002.74,76.29,1.81,42.96,0.3,1,0.3
2019/4/20 11:30,295.65,1002.86,77.08,1.84,43.17,0.25,1,0.25
2019/4/20 11:45,295.66,1002.99,77.87,1.87,43.73,0.2,1,0.2
2019/4/20 12:00,295.66,1003.11,78.65,1.9,43.77,0.15,1,0.15
2019/4/20 12:15,295.68,1003.46,78.76,2.07,43.93,0.12,1,0.12
2019/4/20 12:30,295.71,1003.8,78.86,2.23,44.35,0.09,1,0.09
2019/4/20 12:45,295.73,1004.15,78.96,2.4,44.73,0.06,1,0.06
2019/4/20 13:00,295.75,1004.49,79.07,2.57,44.24,0.03,1,0.03
2019/4/20 13:15,295.69,1004.53,79.18,2.7,44.43,0.03,1,0.03
2019/4/20 13:30,295.64,1004.57,79.3,2.84,44.62,0.02,1,0.02
2019/4/20 13:45,295.58,1004.61,79.42,2.97,45.09,0.02,1,0.02
2019/4/20 14:00,295.53,1004.65,79.53,3.1,45.26,0.01,1,0.01
2019/4/20 14:15,295.35,1004.71,79.35,3.11,45.68,0.01,1,0.01
2019/4/20 14:30,295.17,1004.78,79.16,3.12,45.92,0.01,1,0.01
2019/4/20 17:30,294.18,1004.22,81.39,2.52,49.57,0.01,12,0.01
2019/4/20 17:45,294.17,1004.12,81.85,2.49,49.29,0.01,1,0.01
2019/4/20 18:00,294.16,1004.01,82.32,2.46,49.61,0.01,1,0.01
2019/4/20 18:15,294.08,1003.88,82.9,2.46,49.49,0.04,1,0.04
2019/4/20 18:30,294.0,1003.74,83.49,2.46,49.06,0.06,1,0.06
2019/4/20 18:45,293.92,1003.61,84.08,2.46,48.57,0.09,1,0.09
2019/4/20 19:00,293.84,1003.47,84.67,2.46,48.2,0.11,1,0.11
2019/4/20 19:15,293.67,1003.43,85.23,2.5,47.49,0.1,1,0.1
2019/4/20 19:30,293.5,1003.39,85.8,2.53,46.95,0.09,1,0.09
2019/4/20 19:45,293.34,1003.35,86.36,2.56,46.85,0.07,1,0.07
2019/4/20 20:00,293.17,1003.31,86.93,2.6,47.24,0.06,1,0.06
2019/4/20 20:15,293.2,1003.35,87.46,2.61,47.64,0.05,1,0.05
2019/4/20 20:30,293.24,1003.4,87.99,2.62,47.69,0.04,1,0.04
2019/4/20 20:45,293.27,1003.45,88.51,2.63,47.2,0.03,1,0.03
2019/4/20 21:00,293.31,1003.5,89.04,2.64,46.94,0.02,1,0.02
2019/4/20 21:15,293.18,1003.66,89.31,2.83,47.08,0.04,1,0.04
2019/4/20 21:30,293.06,1003.83,89.57,3.03,46.78,0.07,1,0.07
2019/4/20 21:45,292.93,1003.99,89.83,3.23,46.52,0.09,1,0.09
2019/4/20 22:00,292.8,1004.16,90.09,3.42,46.22,0.11,1,0.11
2019/4/20 22:15,292.77,1004.39,90.05,3.42,46.64,0.14,1,0.14
2019/4/20 22:30,292.73,1004.63,90.01,3.41,46.99,0.16,1,0.16
2019/4/20 22:45,292.69,1004.86,89.96,3.4,47.3,0.19,1,0.19
2019/4/20 23:00,292.65,1005.09,89.92,3.4,47.06,0.21,1,0.21
2019/4/20 23:15,292.64,1005.23,89.86,3.44,47.38,0.21,1,0.21
2019/4/20 23:30,292.62,1005.37,89.81,3.48,47.55,0.21,1,0.21
2019/4/20 23:45,292.61,1005.5,89.75,3.52,47.9,0.21,1,0.21
2019/4/21 0:00,292.59,1005.64,89.69,3.56,46.62,0.21,1,0.21
2019/4/21 0:15,292.58,1005.88,89.59,3.65,46.7,0.25,1,0.25
2019/4/21 0:30,292.56,1006.11,89.48,3.74,46.55,0.3,1,0.3
2019/4/21 0:45,292.54,1006.35,89.38,3.83,46.43,0.34,1,0.34
2019/4/21 1:00,292.53,1006.59,89.28,3.92,46.19,0.38,1,0.38
2019/4/21 1:15,292.57,1006.67,89.28,4.02,45.95,0.47,1,0.47
2019/4/21 1:30,292.62,1006.76,89.29,4.12,45.81,0.55,1,0.55
2019/4/21 1:45,292.66,1006.84,89.29,4.22,45.55,0.64,1,0.64
2019/4/21 2:00,292.71,1006.92,89.3,4.32,46.06,0.73,1,0.73
2019/4/21 2:15,292.65,1006.95,89.1,4.34,46.09,0.78,1,0.78
2019/4/21 2:30,292.59,1006.97,88.9,4.35,45.9,0.83,1,0.83
2019/4/21 2:45,292.53,1006.99,88.71,4.37,45.39,0.88,1,0.88
2019/4/21 3:00,292.47,1007.02,88.51,4.39,45.31,0.93,1,0.93
2019/4/21 3:15,292.29,1007.01,88.5,4.33,45.61,1.03,1,1.03
2019/4/21 3:30,292.11,1007.0,88.49,4.27,45.8,1.13,1,1.13
2019/4/21 3:45,291.94,1006.99,88.48,4.22,45.85,1.22,1,1.22
2019/4/21 4:00,291.76,1006.98,88.47,4.16,45.43,1.32,1,1.32
2019/4/21 4:15,291.91,1006.95,88.65,4.13,44.58,1.27,1,1.27
2019/4/21 4:30,292.06,1006.91,88.83,4.1,43.88,1.23,1,1.23
2019/4/21 4:45,292.2,1006.88,89.01,4.06,43.55,1.18,1,1.18
2019/4/21 5:00,292.35,1006.85,89.19,4.03,43.9,1.13,1,1.13
2019/4/21 5:15,292.17,1006.73,89.23,4.04,43.71,1.12,1,1.12
2019/4/21 5:30,291.99,1006.61,89.27,4.04,43.46,1.11,1,1.11
2019/4/21 5:45,291.81,1006.49,89.31,4.05,42.95,1.09,1,1.09
2019/4/21 6:00,291.63,1006.37,89.35,4.06,42.52,1.08,1,1.08
2019/4/21 6:15,291.62,1006.29,88.96,4.14,42.14,0.83,1,0.83
2019/4/21 6:30,291.61,1006.21,88.57,4.22,42.17,0.59,1,0.59
2019/4/21 6:45,291.61,1006.13,88.18,4.3,41.84,0.34,1,0.34
2019/4/21 7:00,291.6,1006.04,87.79,4.39,41.86,0.09,1,0.09
2019/4/21 7:15,291.52,1005.85,87.07,4.5,41.75,0.07,1,0.07
2019/4/21 7:30,291.43,1005.65,86.35,4.62,41.45,0.05,1,0.05
2019/4/21 7:45,291.35,1005.45,85.64,4.73,41.45,0.02,1,0.02
2019/4/21 16:15,291.56,1007.58,85.34,2.6,40.77,0.01,34,0.01
2019/4/21 16:30,291.52,1007.52,85.55,2.62,40.14,0.01,1,0.01
2019/4/21 16:45,291.49,1007.46,85.76,2.65,39.38,0.02,1,0.02
2019/4/21 17:00,291.46,1007.4,85.97,2.67,38.92,0.02,1,0.02
2019/4/21 17:15,291.45,1007.25,86.15,2.7,39.08,0.03,1,0.03
2019/4/21 17:30,291.45,1007.11,86.34,2.73,39.9,0.04,1,0.04
2019/4/21 17:45,291.44,1006.96,86.52,2.76,40.36,0.04,1,0.04
2019/4/21 18:00,291.43,1006.82,86.7,2.79,40.99,0.05,1,0.05
2019/4/21 18:15,291.42,1006.8,86.85,2.8,41.07,0.07,1,0.07
2019/4/21 18:30,291.41,1006.78,87.0,2.8,41.15,0.1,1,0.1
2019/4/21 18:45,291.39,1006.76,87.15,2.81,40.9,0.12,1,0.12
2019/4/21 19:00,291.38,1006.74,87.3,2.81,40.69,0.14,1,0.14
2019/4/21 19:15,291.32,1006.7,87.56,2.85,40.34,0.11,1,0.11
2019/4/21 19:30,291.26,1006.67,87.81,2.88,40.29,0.08,1,0.08
2019/4/21 19:45,291.2,1006.64,88.06,2.92,40.05,0.05,1,0.05
2019/4/21 20:00,291.14,1006.6,88.31,2.95,40.19,0.02,1,0.02
2019/4/21 20:15,291.11,1006.52,88.52,2.92,40.39,0.02,1,0.02
2019/4/21 20:30,291.09,1006.43,88.74,2.88,40.43,0.02,1,0.02
2019/4/21 20:45,291.07,1006.35,88.95,2.85,40.41,0.01,1,0.01
2019/4/21 21:00,291.05,1006.27,89.16,2.82,40.36,0.01,1,0.01
2019/4/21 21:15,291.08,1006.31,90.1,2.86,40.16,0.01,1,0.01
2019/4/21 21:30,291.11,1006.36,91.05,2.9,39.73,0.02,1,0.02
2019/4/21 21:45,291.13,1006.41,92.0,2.94,39.43,0.02,1,0.02
2019/4/21 22:00,291.16,1006.45,92.95,2.99,39.72,0.02,1,0.02
2019/4/21 22:15,291.15,1006.51,92.85,2.83,40.4,0.02,1,0.02
2019/4/21 22:30,291.14,1006.57,92.75,2.67,40.86,0.02,1,0.02
2019/4/21 22:45,291.13,1006.63,92.65,2.52,41.11,0.02,1,0.02
2019/4/21 23:00,291.12,1006.69,92.55,2.36,41.07,0.02,1,0.02
2019/4/21 23:15,291.11,1006.87,92.36,2.15,40.88,0.2,1,0.2
2019/4/21 23:30,291.1,1007.05,92.16,1.94,41.1,0.38,1,0.38
2019/4/21 23:45,291.09,1007.23,91.97,1.73,41.12,0.56,1,0.56
2019/4/22 0:00,291.08,1007.42,91.78,1.52,42.27,0.74,1,0.74
2019/4/22 0:15,291.02,1007.49,91.82,1.42,41.85,1.03,1,1.03
2019/4/22 0:30,290.97,1007.56,91.87,1.32,41.83,1.32,1,1.32
2019/4/22 0:45,290.91,1007.63,91.91,1.22,41.85,1.6,1,1.6
2019/4/22 1:00,290.85,1007.71,91.95,1.13,41.81,1.89,1,1.89
2019/4/22 1:15,290.91,1007.86,91.92,1.09,42.08,1.88,1,1.88
2019/4/22 1:30,290.96,1008.02,91.89,1.06,42.29,1.87,1,1.87
2019/4/22 1:45,291.02,1008.18,91.85,1.02,42.35,1.85,1,1.85
2019/4/22 2:00,291.07,1008.34,91.82,0.99,42.76,1.84,1,1.84
2019/4/22 2:15,291.01,1008.29,91.44,0.88,42.92,1.64,1,1.64
2019/4/22 2:30,290.95,1008.23,91.06,0.77,43.06,1.44,1,1.44
2019/4/22 2:45,290.89,1008.18,90.68,0.67,43.32,1.24,1,1.24
2019/4/22 3:00,290.83,1008.13,90.3,0.56,43.98,1.04,1,1.04
2019/4/22 3:15,290.9,1008.01,89.93,0.59,44.27,1.12,1,1.12
2019/4/22 3:30,290.96,1007.9,89.56,0.62,44.22,1.21,1,1.21
2019/4/22 3:45,291.03,1007.78,89.19,0.65,43.93,1.29,1,1.29
2019/4/22 4:00,291.09,1007.66,88.82,0.68,43.56,1.37,1,1.37
2019/4/22 4:15,291.37,1007.39,88.66,0.83,43.29,1.14,1,1.14
2019/4/22 4:30,291.64,1007.12,88.5,0.99,43.04,0.91,1,0.91
2019/4/22 4:45,291.92,1006.85,88.34,1.14,43.28,0.67,1,0.67
2019/4/22 5:00,292.19,1006.57,88.18,1.3,43.93,0.44,1,0.44
2019/4/22 5:15,292.22,1006.52,87.87,1.37,43.21,0.8,1,0.8
2019/4/22 5:30,292.24,1006.47,87.57,1.45,42.54,1.16,1,1.16
2019/4/22 5:45,292.26,1006.42,87.26,1.53,42.1,1.52,1,1.52
2019/4/22 6:00,292.28,1006.37,86.95,1.61,41.43,1.88,1,1.88
2019/4/22 6:15,292.32,1006.21,86.99,1.54,40.86,1.42,1,1.42
2019/4/22 6:30,292.35,1006.05,87.03,1.48,40.24,0.97,1,0.97
2019/4/22 6:45,292.38,1005.88,87.07,1.42,39.51,0.51,1,0.51
2019/4/22 7:00,292.42,1005.72,87.11,1.36,39.69,0.05,1,0.05
2019/4/22 7:15,292.35,1005.64,87.23,1.29,39.7,0.07,1,0.07
2019/4/22 7:30,292.29,1005.55,87.36,1.23,39.53,0.08,1,0.08
2019/4/22 7:45,292.23,1005.47,87.49,1.16,39.45,0.1,1,0.1
2019/4/22 8:00,292.16,1005.38,87.62,1.09,39.56,0.11,1,0.11
2019/4/22 8:15,292.18,1005.28,87.52,1.12,39.18,0.08,1,0.08
2019/4/22 8:30,292.19,1005.18,87.41,1.15,38.52,0.06,1,0.06
2019/4/22 8:45,292.2,1005.08,87.3,1.18,37.99,0.03,1,0.03
2019/4/22 9:15,292.03,1005.19,87.28,1.29,38.29,0.07,2,0.07
2019/4/22 9:30,291.84,1005.41,87.36,1.36,39.22,0.14,1,0.14
2019/4/22 9:45,291.65,1005.63,87.45,1.44,39.75,0.21,1,0.21
2019/4/22 10:00,291.46,1005.85,87.53,1.52,39.43,0.28,1,0.28
2019/4/22 10:15,291.53,1005.91,88.03,1.49,39.34,0.26,1,0.26
2019/4/22 10:30,291.59,1005.97,88.53,1.46,39.18,0.24,1,0.24
2019/4/22 10:45,291.66,1006.03,89.03,1.44,39.35,0.22,1,0.22
2019/4/22 11:00,291.73,1006.09,89.52,1.41,39.32,0.2,1,0.2
2019/4/22 11:15,291.78,1006.19,89.84,1.4,39.47,0.33,1,0.33
2019/4/22 11:30,291.82,1006.29,90.16,1.39,39.56,0.45,1,0.45
2019/4/22 11:45,291.87,1006.38,90.48,1.38,39.61,0.57,1,0.57
2019/4/22 12:00,291.91,1006.48,90.81,1.38,39.44,0.7,1,0.7
2019/4/22 12:15,291.96,1006.71,90.96,1.36,39.54,0.73,1,0.73
2019/4/22 12:30,292.01,1006.93,91.12,1.35,39.87,0.77,1,0.77
2019/4/22 12:45,292.06,1007.16,91.28,1.34,40.09,0.81,1,0.81
2019/4/22 13:00,292.11,1007.39,91.43,1.33,39.89,0.84,1,0.84
2019/4/22 13:15,292.14,1007.44,91.56,1.3,40.07,0.79,1,0.79
2019/4/22 13:30,292.17,1007.49,91.69,1.27,39.72,0.73,1,0.73
2019/4/22 13:45,292.2,1007.54,91.82,1.25,39.35,0.68,1,0.68
2019/4/22 14:00,292.23,1007.58,91.94,1.22,39.09,0.62,1,0.62
2019/4/22 14:15,292.15,1007.52,92.11,1.18,38.8,0.53,1,0.53
2019/4/22 14:30,292.08,1007.45,92.28,1.14,38.72,0.44,1,0.44
2019/4/22 14:45,292.0,1007.39,92.44,1.1,38.74,0.35,1,0.35
2019/4/22 15:00,291.93,1007.32,92.61,1.06,38.53,0.26,1,0.26
2019/4/22 15:15,291.9,1007.24,92.79,1.01,38.31,0.2,1,0.2
2019/4/22 15:30,291.88,1007.17,92.97,0.96,38.61,0.13,1,0.13
2019/4/22 15:45,291.85,1007.09,93.16,0.91,38.87,0.07,1,0.07
2019/4/23 4:30,295.64,1006.41,68.8,1.36,31.73,0.01,51,0.01
2019/4/23 4:45,295.94,1006.24,68.25,1.49,31.82,0.01,1,0.01
2019/4/23 5:00,296.24,1006.08,67.7,1.62,32.43,0.01,1,0.01
2019/4/23 5:15,296.2,1005.92,67.66,1.71,32.97,0.01,1,0.01
2019/4/23 5:30,296.16,1005.77,67.62,1.8,33.85,0.01,1,0.01
2019/4/23 5:45,296.12,1005.62,67.59,1.89,34.19,0.01,1,0.01
2019/4/23 6:00,296.08,1005.46,67.55,1.98,33.92,0.01,1,0.01
2019/4/23 6:15,296.1,1005.3,67.53,1.94,33.9,0.01,1,0.01
2019/4/23 6:30,296.13,1005.13,67.5,1.9,33.78,0.01,1,0.01
2019/4/23 6:45,296.16,1004.97,67.48,1.86,33.76,0.01,1,0.01
2019/4/23 7:00,296.18,1004.8,67.45,1.82,34.33,0.01,1,0.01
2019/4/23 7:15,296.37,1004.59,67.08,1.76,34.46,0.01,1,0.01
2019/4/23 7:30,296.56,1004.38,66.71,1.7,34.57,0.01,1,0.01
2019/4/24 1:30,296.48,1005.74,80.39,2.74,33.33,0.01,72,0.01
2019/4/24 1:45,297.31,1005.9,79.58,2.69,33.36,0.01,1,0.01
2019/4/24 2:00,298.13,1006.05,78.78,2.63,33.4,0.01,1,0.01
2019/4/24 2:15,298.03,1005.99,77.94,2.59,33.15,0.01,1,0.01
2019/4/24 2:30,297.93,1005.93,77.1,2.54,32.58,0.01,1,0.01
2019/4/24 3:15,297.89,1005.68,73.81,2.37,32.62,0.01,3,0.01
2019/4/24 3:30,298.06,1005.55,72.2,2.3,31.84,0.01,1,0.01
2019/4/24 3:45,298.22,1005.42,70.58,2.23,31.3,0.02,1,0.02
2019/4/24 4:00,298.39,1005.29,68.97,2.16,31.36,0.02,1,0.02
2019/4/24 4:15,298.96,1005.11,68.09,2.14,31.06,0.02,1,0.02
2019/4/24 4:30,299.53,1004.93,67.2,2.11,31.22,0.02,1,0.02
2019/4/24 4:45,300.1,1004.76,66.32,2.09,31.8,0.01,1,0.01
2019/4/24 5:00,300.66,1004.58,65.43,2.07,32.68,0.01,1,0.01
2019/4/24 5:15,300.77,1004.52,65.29,2.03,32.87,0.01,1,0.01
2019/4/24 5:30,300.88,1004.46,65.15,1.99,33.23,0.01,1,0.01
2019/4/24 6:15,301.12,1004.06,64.86,1.95,32.65,0.01,3,0.01
2019/4/24 6:30,301.13,1003.77,64.85,1.99,32.52,0.01,1,0.01
2019/4/24 6:45,301.15,1003.49,64.84,2.03,32.8,0.02,1,0.02
2019/4/24 7:00,301.17,1003.21,64.84,2.07,34.15,0.02,1,0.02
2019/4/24 7:15,301.24,1003.15,64.66,2.04,35.14,0.02,1,0.02
2019/4/24 7:30,301.31,1003.09,64.48,2.02,35.85,0.02,1,0.02
2019/4/24 7:45,301.38,1003.04,64.3,1.99,36.14,0.02,1,0.02
2019/4/24 8:00,301.45,1002.98,64.12,1.97,36.33,0.02,1,0.02
2019/4/24 8:15,301.41,1002.8,64.41,1.9,35.94,0.02,1,0.02
2019/4/24 8:30,301.38,1002.62,64.7,1.83,35.26,0.01,1,0.01
2019/4/24 8:45,301.35,1002.44,65.0,1.76,35.05,0.01,1,0.01
2019/4/24 15:15,297.01,1003.97,83.32,0.86,36.96,0.01,26,0.01
2019/4/24 15:30,297.01,1003.99,83.89,0.83,36.86,0.01,1,0.01
2019/4/24 15:45,297.0,1004.0,84.47,0.81,36.65,0.02,1,0.02
2019/4/24 16:00,297.0,1004.02,85.04,0.78,36.42,0.02,1,0.02
2019/4/24 16:15,296.75,1003.96,86.21,1.0,35.91,0.11,1,0.11
2019/4/24 16:30,296.5,1003.9,87.38,1.21,35.06,0.2,1,0.2
2019/4/24 16:45,296.25,1003.84,88.55,1.43,34.46,0.29,1,0.29
2019/4/24 17:00,296.01,1003.78,89.72,1.64,34.15,0.38,1,0.38
2019/4/24 17:15,296.01,1003.65,90.51,1.68,33.65,0.4,1,0.4
2019/4/24 17:30,296.02,1003.52,91.3,1.72,32.95,0.43,1,0.43
2019/4/24 17:45,296.02,1003.4,92.09,1.77,32.32,0.45,1,0.45
2019/4/24 18:00,296.03,1003.27,92.89,1.81,32.43,0.47,1,0.47
2019/4/24 18:15,296.04,1003.22,93.12,1.71,32.3,0.35,1,0.35
2019/4/24 18:30,296.05,1003.18,93.35,1.61,32.78,0.24,1,0.24
2019/4/24 18:45,296.06,1003.13,93.59,1.52,33.18,0.12,1,0.12
2019/4/25 1:15,296.16,1005.24,82.27,0.49,33.2,0.01,26,0.01
2019/4/25 1:30,296.96,1005.49,80.36,0.56,32.61,0.01,1,0.01
2019/4/25 1:45,297.77,1005.74,78.45,0.64,32.02,0.02,1,0.02
2019/4/25 2:00,298.58,1005.99,76.54,0.71,31.81,0.02,1,0.02
2019/4/25 2:15,298.43,1006.16,76.01,0.85,31.62,0.06,1,0.06
2019/4/25 2:30,298.29,1006.32,75.47,0.99,31.09,0.11,1,0.11
2019/4/25 2:45,298.15,1006.49,74.94,1.13,30.75,0.15,1,0.15
2019/4/25 3:00,298.01,1006.66,74.41,1.27,30.8,0.19,1,0.19
2019/4/25 3:15,298.14,1006.67,74.28,1.49,31.14,0.21,1,0.21
2019/4/25 3:30,298.27,1006.69,74.16,1.72,31.19,0.22,1,0.22
2019/4/25 3:45,298.39,1006.71,74.04,1.95,31.07,0.24,1,0.24
2019/4/25 4:00,298.52,1006.73,73.92,2.17,31.09,0.25,1,0.25
2019/4/25 4:15,298.71,1006.65,73.56,2.33,31.05,0.22,1,0.22
2019/4/25 4:30,298.9,1006.56,73.2,2.5,31.38,0.18,1,0.18
2019/4/25 4:45,299.09,1006.48,72.84,2.66,31.7,0.15,1,0.15
2019/4/25 5:00,299.28,1006.39,72.48,2.83,31.85,0.11,1,0.11
2019/4/25 5:15,299.2,1006.27,72.32,2.99,32.35,0.1,1,0.1
2019/4/25 5:30,299.13,1006.14,72.16,3.16,32.93,0.1,1,0.1
2019/4/25 5:45,299.05,1006.02,71.99,3.33,32.72,0.09,1,0.09
2019/4/25 6:00,298.97,1005.89,71.83,3.5,32.28,0.08,1,0.08
2019/4/25 6:15,298.97,1005.81,71.56,3.73,31.86,0.09,1,0.09
2019/4/25 6:30,298.97,1005.74,71.29,3.96,31.43,0.1,1,0.1
2019/4/25 6:45,298.97,1005.66,71.02,4.19,30.9,0.11,1,0.11
2019/4/25 7:00,298.98,1005.59,70.75,4.41,30.74,0.12,1,0.12
2019/4/25 7:15,298.96,1005.56,70.08,4.54,30.57,0.1,1,0.1
2019/4/25 7:30,298.94,1005.54,69.41,4.66,30.38,0.07,1,0.07
2019/4/25 7:45,298.92,1005.52,68.74,4.78,30.11,0.05,1,0.05
2019/4/25 8:00,298.9,1005.5,68.06,4.9,29.62,0.02,1,0.02
2019/4/25 8:15,298.97,1005.49,68.27,4.92,28.96,0.02,1,0.02
2019/4/25 8:30,299.04,1005.47,68.48,4.94,28.41,0.01,1,0.01
2019/4/25 8:45,299.11,1005.46,68.68,4.97,28.33,0.01,1,0.01
2019/4/25 14:30,294.64,1007.87,80.81,3.1,27.35,0.01,23,0.01
2019/4/25 14:45,294.33,1007.87,81.54,2.85,27.67,0.01,1,0.01
2019/4/25 15:00,294.01,1007.86,82.27,2.61,27.86,0.01,1,0.01
2019/4/25 15:15,294.29,1007.78,82.81,2.68,28.02,0.01,1,0.01
2019/4/25 15:30,294.56,1007.7,83.35,2.76,27.99,0.01,1,0.01
2019/4/25 15:45,294.83,1007.61,83.9,2.84,28.11,0.01,1,0.01
2019/4/25 16:00,295.1,1007.53,84.44,2.92,28.49,0.01,1,0.01
2019/4/25 16:15,295.07,1007.49,84.58,3.03,28.09,0.01,1,0.01
2019/4/25 16:30,295.04,1007.46,84.72,3.14,27.58,0.01,1,0.01
2019/4/25 16:45,295.01,1007.43,84.86,3.25,27.39,0.01,1,0.01
2019/4/25 17:00,294.97,1007.4,85.0,3.36,27.55,0.01,1,0.01
2019/4/25 17:15,294.85,1007.27,85.14,3.37,27.62,0.01,1,0.01
2019/4/25 17:30,294.73,1007.14,85.27,3.38,27.73,0.01,1,0.01
2019/4/25 21:15,293.12,1007.36,89.9,3.56,29.23,0.01,15,0.01
2019/4/25 21:30,293.17,1007.69,90.73,3.44,29.61,0.01,1,0.01
2019/4/25 21:45,293.22,1008.02,91.55,3.32,30.23,0.02,1,0.02
2019/4/25 22:00,293.27,1008.35,92.38,3.2,30.67,0.02,1,0.02
2019/4/25 22:15,293.25,1008.46,92.17,3.22,31.73,0.03,1,0.03
2019/4/25 22:30,293.23,1008.56,91.96,3.25,32.61,0.04,1,0.04
2019/4/25 22:45,293.21,1008.67,91.74,3.27,33.24,0.04,1,0.04
2019/4/25 23:00,293.19,1008.78,91.53,3.29,33.46,0.05,1,0.05
2019/4/25 23:15,293.22,1009.01,90.77,3.32,33.6,0.05,1,0.05
2019/4/25 23:30,293.25,1009.23,90.02,3.35,33.62,0.05,1,0.05
2019/4/25 23:45,293.29,1009.46,89.26,3.38,33.76,0.04,1,0.04
2019/4/26 0:00,293.32,1009.69,88.51,3.41,32.59,0.04,1,0.04
2019/4/26 0:15,293.41,1009.77,87.95,3.44,32.47,0.03,1,0.03
2019/4/26 0:30,293.5,1009.85,87.38,3.47,31.98,0.03,1,0.03
2019/4/26 0:45,293.58,1009.93,86.82,3.5,31.14,0.02,1,0.02
2019/4/26 1:00,293.67,1010.01,86.26,3.53,30.11,0.01,1,0.01
2019/4/26 1:15,294.0,1010.18,85.57,3.49,29.13,0.01,1,0.01
2019/4/26 1:30,294.34,1010.34,84.88,3.44,28.31,0.01,1,0.01
2019/4/26 4:30,296.44,1010.54,78.85,4.85,28.57,0.01,12,0.01
2019/4/26 4:45,296.49,1010.5,78.98,5.29,29.03,0.01,1,0.01
2019/4/26 5:00,296.55,1010.47,79.12,5.73,29.04,0.01,1,0.01
2019/4/26 5:15,296.22,1010.27,79.46,6.03,29.01,0.01,1,0.01
2019/4/26 5:30,295.9,1010.08,79.8,6.33,29.04,0.01,1,0.01
2019/4/26 7:30,293.0,1009.08,77.59,6.98,30.49,0.01,8,0.01
2019/4/26 7:45,292.71,1008.98,77.06,6.92,31.0,0.01,1,0.01
2019/4/26 8:00,292.41,1008.87,76.53,6.85,31.28,0.01,1,0.01
2019/4/26 8:15,292.47,1008.98,76.37,6.78,31.16,0.01,1,0.01
2019/4/26 8:30,292.53,1009.09,76.2,6.71,31.22,0.01,1,0.01
2019/4/26 9:15,292.02,1009.79,76.21,6.3,32.1,0.01,3,0.01
2019/4/26 9:30,291.39,1010.29,76.57,6.03,32.59,0.02,1,0.02
2019/4/26 9:45,290.76,1010.78,76.92,5.76,32.77,0.02,1,0.02
