date,pwv,tp
2018/8/19 2:00,51.0,1e-05
2018/8/19 2:15,50.95,0.03
2018/8/19 2:30,50.31,0.05
2018/8/19 2:45,49.84,0.08
2018/8/19 3:00,49.62,0.1
2018/8/19 3:15,49.52,0.13
2018/8/19 3:30,49.42,0.16
2018/8/19 3:45,49.62,0.19
2018/8/19 4:00,49.87,0.22
2018/8/19 4:15,49.76,0.18
2018/8/19 4:30,49.69,0.15
2018/8/19 4:45,49.55,0.11
2018/8/19 5:00,49.88,0.07
2018/8/19 5:15,50.44,0.06
2018/8/19 5:30,51.01,0.04
2018/8/19 5:45,51.58,0.03
2018/8/19 6:00,52.41,0.01
2018/8/19 6:15,52.98,0.02
2018/8/19 6:30,53.57,0.02
2018/8/19 6:45,54.24,0.03
2018/8/19 7:00,54.88,0.03
2018/8/19 7:15,56.05,0.02
2018/8/19 7:30,56.67,0.02
2018/8/19 7:45,56.95,0.01
2018/8/19 8:00,57.08,1e-05
2018/8/19 8:15,58.17,1e-05
2018/8/19 8:30,59.2,1e-05
2018/8/19 8:45,59.3,1e-05
2018/8/19 9:00,58.9,1e-05
2018/8/19 9:15,58.46,1e-05
2018/8/19 9:30,57.86,1e-05
2018/8/19 9:45,57.37,1e-05
2018/8/19 10:00,56.63,1e-05
2018/8/19 10:15,56.07,1e-05
2018/8/19 10:30,55.42,1e-05
2018/8/19 10:45,54.56,1e-05
2018/8/19 11:00,54.1,1e-05
2018/8/19 11:15,53.91,1e-05
2018/8/19 11:30,54.2,1e-05
2018/8/19 11:45,54.8,1e-05
2018/8/19 12:00,54.87,1e-05
2018/8/19 12:15,55.19,1e-05
2018/8/19 12:30,55.21,1e-05
2018/8/19 12:45,54.83,1e-05
2018/8/19 13:00,54.38,1e-05
2018/8/19 13:15,54.48,1e-05
2018/8/19 13:30,54.77,1e-05
2018/8/19 13:45,54.54,1e-05
2018/8/19 14:00,54.12,1e-05
2018/8/19 14:15,54.07,1e-05
2018/8/19 14:30,53.93,1e-05
2018/8/19 14:45,53.49,1e-05
2018/8/19 15:00,52.47,1e-05
2018/8/19 15:15,52.43,1e-05
2018/8/19 15:30,52.52,1e-05
2018/8/19 15:45,52.54,1e-05
2018/8/19 16:00,52.33,1e-05
2018/8/19 16:15,52.08,1e-05
2018/8/19 16:30,51.46,1e-05
2018/8/19 16:45,50.57,1e-05
2018/8/19 17:00,49.85,1e-05
2018/8/19 17:15,49.29,1e-05
2018/8/19 17:30,48.88,1e-05
2018/8/19 17:45,48.38,1e-05
2018/8/19 18:00,48.3,1e-05
2018/8/19 18:15,48.4,1e-05
2018/8/19 18:30,48.71,1e-05
2018/8/19 18:45,49.24,1e-05
2018/8/19 19:00,49.31,1e-05
2018/8/19 19:15,49.07,1e-05
2018/8/19 19:30,48.8,1e-05
2018/8/19 19:45,48.88,1e-05
2018/8/19 20:00,49.12,1e-05
2018/8/19 20:15,49.04,1e-05
2018/8/19 20:30,48.83,1e-05
2018/8/19 20:45,48.27,1e-05
2018/8/19 21:00,47.6,1e-05
2018/8/19 21:15,47.18,1e-05
2018/8/19 21:30,46.82,1e-05
2018/8/19 21:45,46.73,1e-05
2018/8/19 22:00,46.78,1e-05
2018/8/19 22:15,46.86,1e-05
2018/8/19 22:30,47.07,1e-05
2018/8/19 22:45,47.09,1e-05
2018/8/19 23:00,46.26,1e-05
2018/8/19 23:15,45.95,1e-05
2018/8/19 23:30,46.0,1e-05
2018/8/19 23:45,46.07,1e-05
2018/8/20 0:00,46.85,1e-05
2018/8/20 0:15,46.41,1e-05
2018/8/20 0:30,46.12,1e-05
2018/8/20 0:45,46.06,1e-05
2018/8/20 1:00,45.96,1e-05
2018/8/20 1:15,45.91,1e-05
2018/8/20 1:30,45.75,1e-05
2018/8/20 1:45,45.51,1e-05
2018/8/20 2:00,45.5,1e-05
2018/8/20 2:15,45.09,1e-05
2018/8/20 2:30,44.93,1e-05
2018/8/20 2:45,44.7,1e-05
2018/8/20 3:00,44.72,1e-05
2018/8/20 3:15,45.02,1e-05
2018/8/20 3:30,45.08,1e-05
2018/8/20 3:45,45.26,1e-05
2018/8/20 4:00,45.57,1e-05
2018/8/20 4:15,45.45,1e-05
2018/8/20 4:30,44.9,1e-05
2018/8/20 4:45,44.48,1e-05
2018/8/20 5:00,44.72,1e-05
2018/8/20 5:15,44.79,1e-05
2018/8/20 5:30,44.59,1e-05
2018/8/20 5:45,44.79,1e-05
2018/8/20 6:00,45.18,1e-05
2018/8/20 6:15,44.82,1e-05
2018/8/20 6:30,44.65,1e-05
2018/8/20 6:45,44.69,1e-05
2018/8/20 7:00,44.83,1e-05
2018/8/20 7:15,44.83,1e-05
2018/8/20 7:30,44.49,1e-05
2018/8/20 7:45,44.41,1e-05
2018/8/20 8:00,44.71,1e-05
2018/8/20 8:15,44.88,1e-05
2018/8/20 8:30,44.73,1e-05
2018/8/20 8:45,44.84,1e-05
2018/8/20 9:00,44.89,1e-05
2018/8/20 9:15,44.65,1e-05
2018/8/20 9:30,44.34,1e-05
2018/8/20 9:45,43.93,1e-05
2018/8/20 10:00,43.32,1e-05
2018/8/20 10:15,42.89,1e-05
2018/8/20 10:30,42.82,1e-05
2018/8/20 10:45,42.69,1e-05
2018/8/20 11:00,42.67,1e-05
2018/8/20 11:15,42.64,1e-05
2018/8/20 11:30,42.51,1e-05
2018/8/20 11:45,42.3,1e-05
2018/8/20 12:00,42.1,1e-05
2018/8/20 12:15,42.22,1e-05
2018/8/20 12:30,42.09,1e-05
2018/8/20 12:45,42.05,1e-05
2018/8/20 13:00,41.61,1e-05
2018/8/20 13:15,41.53,1e-05
2018/8/20 13:30,41.71,1e-05
2018/8/20 13:45,42.09,1e-05
2018/8/20 14:00,42.18,1e-05
2018/8/20 14:15,42.27,1e-05
2018/8/20 14:30,42.39,1e-05
2018/8/20 14:45,42.32,1e-05
2018/8/20 15:00,42.06,1e-05
2018/8/20 15:15,41.66,1e-05
2018/8/20 15:30,41.32,1e-05
2018/8/20 15:45,41.22,1e-05
2018/8/20 16:00,40.81,1e-05
2018/8/20 16:15,39.81,1e-05
2018/8/20 16:30,38.83,1e-05
2018/8/20 16:45,38.15,1e-05
2018/8/20 17:00,37.99,1e-05
2018/8/20 17:15,37.51,1e-05
2018/8/20 17:30,37.06,1e-05
2018/8/20 17:45,36.42,1e-05
2018/8/20 18:00,36.02,1e-05
2018/8/20 18:15,35.63,1e-05
2018/8/20 18:30,35.58,1e-05
2018/8/20 18:45,35.94,1e-05
2018/8/20 19:00,35.94,1e-05
2018/8/20 19:15,35.17,1e-05
2018/8/20 19:30,34.59,1e-05
2018/8/20 19:45,34.4,1e-05
2018/8/20 20:00,34.23,1e-05
2018/8/20 20:15,33.86,1e-05
2018/8/20 20:30,33.67,1e-05
2018/8/20 20:45,33.29,1e-05
2018/8/20 21:00,33.0,1e-05
2018/8/20 21:15,33.26,1e-05
2018/8/20 21:30,33.42,1e-05
2018/8/20 21:45,33.96,1e-05
2018/8/20 22:00,34.54,1e-05
2018/8/20 22:15,34.96,1e-05
2018/8/20 22:30,34.91,1e-05
2018/8/20 22:45,34.96,1e-05
2018/8/20 23:00,34.4,1e-05
2018/8/20 23:15,34.25,1e-05
2018/8/20 23:30,34.71,1e-05
2018/8/20 23:45,34.95,1e-05
2018/8/21 0:00,35.05,1e-05
2018/8/21 0:15,34.79,1e-05
2018/8/21 0:30,34.41,1e-05
2018/8/21 0:45,34.4,1e-05
2018/8/21 1:00,34.34,1e-05
2018/8/21 1:15,34.32,1e-05
2018/8/21 1:30,34.65,1e-05
2018/8/21 1:45,34.69,1e-05
2018/8/21 2:00,34.9,1e-05
2018/8/21 2:15,34.22,1e-05
2018/8/21 2:30,33.22,1e-05
2018/8/21 2:45,32.05,1e-05
2018/8/21 3:00,31.39,1e-05
2018/8/21 3:15,31.53,1e-05
2018/8/21 3:30,31.92,1e-05
2018/8/21 3:45,32.12,1e-05
2018/8/21 4:00,32.32,1e-05
2018/8/21 4:15,32.01,1e-05
2018/8/21 4:30,31.93,1e-05
2018/8/21 4:45,32.01,1e-05
2018/8/21 5:00,32.61,1e-05
2018/8/21 5:15,32.67,1e-05
2018/8/21 5:30,32.71,1e-05
2018/8/21 5:45,33.54,1e-05
2018/8/21 6:00,34.72,1e-05
2018/8/21 6:15,35.23,1e-05
2018/8/21 6:30,35.64,1e-05
2018/8/21 6:45,35.93,1e-05
2018/8/21 7:00,36.23,1e-05
2018/8/21 7:15,36.1,1e-05
2018/8/21 7:30,36.48,1e-05
2018/8/21 7:45,36.9,1e-05
2018/8/21 8:00,37.35,1e-05
2018/8/21 8:15,37.72,1e-05
2018/8/21 8:30,37.88,1e-05
2018/8/21 8:45,37.88,1e-05
2018/8/21 9:00,37.88,1e-05
2018/8/21 9:15,37.44,1e-05
2018/8/21 9:30,36.95,1e-05
2018/8/21 9:45,36.7,1e-05
2018/8/21 10:00,36.01,1e-05
2018/8/21 10:15,36.06,1e-05
2018/8/21 10:30,36.18,1e-05
2018/8/21 10:45,36.13,1e-05
2018/8/21 11:00,35.97,1e-05
2018/8/21 11:15,35.83,1e-05
2018/8/21 11:30,35.58,1e-05
2018/8/21 11:45,35.71,1e-05
2018/8/21 12:00,36.18,1e-05
2018/8/21 12:15,36.91,1e-05
2018/8/21 12:30,37.38,1e-05
2018/8/21 12:45,37.62,1e-05
2018/8/21 13:00,37.52,1e-05
2018/8/21 13:15,38.01,1e-05
2018/8/21 13:30,38.4,1e-05
2018/8/21 13:45,38.62,1e-05
2018/8/21 14:00,38.41,1e-05
2018/8/21 14:15,38.41,1e-05
2018/8/21 14:30,38.57,1e-05
2018/8/21 14:45,38.96,1e-05
2018/8/21 15:00,38.97,1e-05
2018/8/21 15:15,39.07,1e-05
2018/8/21 15:30,39.38,1e-05
2018/8/21 15:45,39.64,1e-05
2018/8/21 16:00,40.02,1e-05
2018/8/21 16:15,40.07,1e-05
2018/8/21 16:30,40.04,1e-05
2018/8/21 16:45,39.91,1e-05
2018/8/21 17:00,39.81,1e-05
2018/8/21 17:15,39.73,1e-05
2018/8/21 17:30,39.49,1e-05
2018/8/21 17:45,39.26,1e-05
2018/8/21 18:00,39.26,1e-05
2018/8/21 18:15,39.31,1e-05
2018/8/21 18:30,39.77,1e-05
2018/8/21 18:45,40.31,1e-05
2018/8/21 19:00,40.45,1e-05
2018/8/21 19:15,40.45,1e-05
2018/8/21 19:30,40.17,1e-05
2018/8/21 19:45,40.12,1e-05
2018/8/21 20:00,40.63,1e-05
2018/8/21 20:15,41.08,1e-05
2018/8/21 20:30,41.09,1e-05
2018/8/21 20:45,40.35,1e-05
2018/8/21 21:00,39.66,1e-05
2018/8/21 21:15,39.18,1e-05
2018/8/21 21:30,38.97,1e-05
2018/8/21 21:45,39.03,1e-05
2018/8/21 22:00,38.99,1e-05
2018/8/21 22:15,39.14,1e-05
2018/8/21 22:30,39.35,1e-05
2018/8/21 22:45,39.07,1e-05
2018/8/21 23:00,38.73,1e-05
2018/8/21 23:15,38.46,1e-05
2018/8/21 23:30,38.3,0.01
2018/8/21 23:45,38.38,0.01
2018/8/22 0:00,37.43,0.01
2018/8/22 0:15,37.41,0.01
2018/8/22 0:30,37.66,0.01
2018/8/22 0:45,37.91,0.01
2018/8/22 1:00,37.72,0.01
2018/8/22 1:15,37.64,0.01
2018/8/22 1:30,37.67,0.01
2018/8/22 1:45,37.77,0.01
2018/8/22 2:00,37.93,0.01
2018/8/22 2:15,37.64,0.01
2018/8/22 2:30,37.2,0.01
2018/8/22 2:45,36.59,1e-05
2018/8/22 3:00,36.39,1e-05
2018/8/22 3:15,36.99,0.01
2018/8/22 3:30,37.97,0.01
2018/8/22 3:45,38.67,0.02
2018/8/22 4:00,38.79,0.02
2018/8/22 4:15,38.94,0.02
2018/8/22 4:30,39.76,0.02
2018/8/22 4:45,40.51,0.01
2018/8/22 5:00,40.86,0.01
2018/8/22 5:15,40.78,0.01
2018/8/22 5:30,40.79,0.01
2018/8/22 5:45,40.64,0.01
2018/8/22 6:00,40.84,0.01
2018/8/22 6:15,40.51,0.01
2018/8/22 6:30,39.9,0.01
2018/8/22 6:45,39.74,1e-05
2018/8/22 7:00,39.54,1e-05
2018/8/22 7:15,38.59,1e-05
2018/8/22 7:30,37.64,1e-05
2018/8/22 7:45,37.62,1e-05
2018/8/22 8:00,38.29,1e-05
2018/8/22 8:15,39.0,1e-05
2018/8/22 8:30,39.24,1e-05
2018/8/22 8:45,39.18,1e-05
2018/8/22 9:00,39.97,1e-05
2018/8/22 9:15,40.39,1e-05
2018/8/22 9:30,40.16,1e-05
2018/8/22 9:45,40.24,1e-05
2018/8/22 10:00,39.35,1e-05
2018/8/22 10:15,39.11,1e-05
2018/8/22 10:30,39.32,1e-05
2018/8/22 10:45,39.63,1e-05
2018/8/22 11:00,39.62,1e-05
2018/8/22 11:15,39.76,1e-05
2018/8/22 11:30,39.57,1e-05
2018/8/22 11:45,39.7,1e-05
2018/8/22 12:00,39.72,1e-05
2018/8/22 12:15,39.54,1e-05
2018/8/22 12:30,39.37,1e-05
2018/8/22 12:45,39.65,1e-05
2018/8/22 13:00,39.75,1e-05
2018/8/22 13:15,40.55,1e-05
2018/8/22 13:30,41.07,1e-05
2018/8/22 13:45,41.25,1e-05
2018/8/22 14:00,41.4,1e-05
2018/8/22 14:15,41.83,1e-05
2018/8/22 14:30,42.16,1e-05
2018/8/22 14:45,42.92,1e-05
2018/8/22 15:00,43.01,1e-05
2018/8/22 15:15,43.45,1e-05
2018/8/22 15:30,43.79,1e-05
2018/8/22 15:45,44.03,1e-05
2018/8/22 16:00,44.22,1e-05
2018/8/22 16:15,44.18,1e-05
2018/8/22 16:30,43.99,1e-05
2018/8/22 16:45,43.89,1e-05
2018/8/22 17:00,44.11,1e-05
2018/8/22 17:15,44.24,1e-05
2018/8/22 17:30,44.21,1e-05
2018/8/22 17:45,44.19,1e-05
2018/8/22 18:00,44.18,1e-05
2018/8/22 18:15,43.85,1e-05
2018/8/22 18:30,43.99,0.01
2018/8/22 18:45,44.17,0.01
2018/8/22 19:00,44.09,0.01
2018/8/22 19:15,44.28,0.01
2018/8/22 19:30,44.72,0.01
2018/8/22 19:45,44.52,0.01
2018/8/22 20:00,43.91,0.01
2018/8/22 20:15,43.71,0.02
2018/8/22 20:30,43.38,0.03
2018/8/22 20:45,43.27,0.05
2018/8/22 21:00,43.2,0.06
2018/8/22 21:15,43.07,0.06
2018/8/22 21:30,43.0,0.06
2018/8/22 21:45,43.29,0.06
2018/8/22 22:00,43.31,0.06
2018/8/22 22:15,43.8,0.05
2018/8/22 22:30,44.25,0.03
2018/8/22 22:45,44.17,0.02
2018/8/22 23:00,43.97,1e-05
2018/8/22 23:15,44.34,1e-05
2018/8/22 23:30,44.95,1e-05
2018/8/22 23:45,45.57,1e-05
2018/8/23 0:00,47.47,1e-05
2018/8/23 0:15,47.78,1e-05
2018/8/23 0:30,47.86,1e-05
2018/8/23 0:45,47.98,1e-05
2018/8/23 1:00,47.88,1e-05
2018/8/23 1:15,47.86,1e-05
2018/8/23 1:30,48.02,1e-05
2018/8/23 1:45,48.02,1e-05
2018/8/23 2:00,48.21,1e-05
2018/8/23 2:15,48.37,1e-05
2018/8/23 2:30,48.19,1e-05
2018/8/23 2:45,48.14,1e-05
2018/8/23 3:00,48.74,1e-05
2018/8/23 3:15,49.49,1e-05
2018/8/23 3:30,49.88,1e-05
2018/8/23 3:45,49.68,1e-05
2018/8/23 4:00,49.49,1e-05
2018/8/23 4:15,48.84,1e-05
2018/8/23 4:30,48.54,1e-05
2018/8/23 4:45,48.69,1e-05
2018/8/23 5:00,49.39,1e-05
2018/8/23 5:15,49.59,1e-05
2018/8/23 5:30,50.41,1e-05
2018/8/23 5:45,51.44,1e-05
2018/8/23 6:00,52.36,1e-05
2018/8/23 6:15,52.74,1e-05
2018/8/23 6:30,52.82,1e-05
2018/8/23 6:45,53.64,1e-05
2018/8/23 7:00,54.29,1e-05
2018/8/23 7:15,53.88,1e-05
2018/8/23 7:30,53.42,1e-05
2018/8/23 7:45,52.93,1e-05
2018/8/23 8:00,52.87,1e-05
2018/8/23 8:15,52.7,1e-05
2018/8/23 8:30,52.38,1e-05
2018/8/23 8:45,52.42,1e-05
2018/8/23 9:00,52.6,1e-05
2018/8/23 9:15,52.38,1e-05
2018/8/23 9:30,51.55,1e-05
2018/8/23 9:45,50.96,1e-05
2018/8/23 10:00,49.86,1e-05
2018/8/23 10:15,49.49,1e-05
2018/8/23 10:30,49.13,1e-05
2018/8/23 10:45,48.74,1e-05
2018/8/23 11:00,48.33,1e-05
2018/8/23 11:15,47.51,1e-05
2018/8/23 11:30,46.29,1e-05
2018/8/23 11:45,45.35,1e-05
2018/8/23 12:00,45.16,1e-05
2018/8/23 12:15,45.31,1e-05
2018/8/23 12:30,45.47,1e-05
2018/8/23 12:45,45.62,1e-05
2018/8/23 13:00,45.38,1e-05
2018/8/23 13:15,45.27,1e-05
2018/8/23 13:30,45.2,1e-05
2018/8/23 13:45,45.17,1e-05
2018/8/23 14:00,44.98,1e-05
2018/8/23 14:15,44.36,1e-05
2018/8/23 14:30,43.66,1e-05
2018/8/23 14:45,43.65,1e-05
2018/8/23 15:00,43.33,1e-05
2018/8/23 15:15,43.32,1e-05
2018/8/23 15:30,43.36,1e-05
2018/8/23 15:45,43.2,1e-05
2018/8/23 16:00,42.9,1e-05
2018/8/23 16:15,42.4,1e-05
2018/8/23 16:30,42.14,1e-05
2018/8/23 16:45,41.75,1e-05
2018/8/23 17:00,41.01,1e-05
2018/8/23 17:15,40.83,1e-05
2018/8/23 17:30,41.01,1e-05
2018/8/23 17:45,41.15,1e-05
2018/8/23 18:00,41.26,1e-05
2018/8/23 18:15,41.54,1e-05
2018/8/23 18:30,42.13,1e-05
2018/8/23 18:45,42.23,1e-05
2018/8/23 19:00,42.28,1e-05
2018/8/23 19:15,41.85,1e-05
2018/8/23 19:30,41.57,1e-05
2018/8/23 19:45,41.12,1e-05
2018/8/23 20:00,40.67,1e-05
2018/8/23 20:15,40.32,1e-05
2018/8/23 20:30,39.78,1e-05
2018/8/23 20:45,39.52,1e-05
2018/8/23 21:00,39.54,1e-05
2018/8/23 21:15,39.65,1e-05
2018/8/23 21:30,39.75,1e-05
2018/8/23 21:45,39.57,1e-05
2018/8/23 22:00,39.63,1e-05
2018/8/23 22:15,39.96,1e-05
2018/8/23 22:30,40.31,1e-05
2018/8/23 22:45,40.88,1e-05
2018/8/23 23:00,41.09,1e-05
2018/8/23 23:15,41.06,1e-05
2018/8/23 23:30,41.29,1e-05
2018/8/23 23:45,41.54,1e-05
2018/8/24 0:00,40.65,1e-05
2018/8/24 0:15,40.7,1e-05
2018/8/24 0:30,40.6,1e-05
2018/8/24 0:45,40.09,1e-05
2018/8/24 1:00,39.32,1e-05
2018/8/24 1:15,38.98,1e-05
2018/8/24 1:30,38.45,1e-05
2018/8/24 1:45,37.92,1e-05
2018/8/24 2:00,37.81,1e-05
2018/8/24 2:15,36.98,1e-05
2018/8/24 2:30,36.77,1e-05
2018/8/24 2:45,36.83,1e-05
2018/8/24 3:00,36.67,1e-05
2018/8/24 3:15,36.63,1e-05
2018/8/24 3:30,36.98,1e-05
2018/8/24 3:45,36.85,1e-05
2018/8/24 4:00,37.16,1e-05
2018/8/24 4:15,36.95,1e-05
2018/8/24 4:30,36.9,1e-05
2018/8/24 4:45,36.59,1e-05
2018/8/24 5:00,36.5,1e-05
2018/8/24 5:15,36.17,1e-05
2018/8/24 5:30,36.3,1e-05
2018/8/24 5:45,37.19,1e-05
2018/8/24 6:00,37.81,1e-05
2018/8/24 6:15,38.27,1e-05
2018/8/24 6:30,39.17,1e-05
2018/8/24 6:45,39.5,1e-05
2018/8/24 7:00,39.65,1e-05
2018/8/24 7:15,39.6,1e-05
2018/8/24 7:30,39.57,1e-05
2018/8/24 7:45,39.75,1e-05
2018/8/24 8:00,40.23,1e-05
2018/8/24 8:15,40.38,1e-05
2018/8/24 8:30,40.28,1e-05
2018/8/24 8:45,40.31,1e-05
2018/8/24 9:00,39.96,1e-05
2018/8/24 9:15,39.52,1e-05
2018/8/24 9:30,39.06,1e-05
2018/8/24 9:45,38.66,1e-05
2018/8/24 10:00,37.91,1e-05
2018/8/24 10:15,37.95,1e-05
2018/8/24 10:30,37.52,1e-05
2018/8/24 10:45,37.25,1e-05
2018/8/24 11:00,36.9,1e-05
2018/8/24 11:15,36.79,1e-05
2018/8/24 11:30,36.72,1e-05
2018/8/24 11:45,36.81,1e-05
2018/8/24 12:00,36.73,1e-05
2018/8/24 12:15,36.27,1e-05
2018/8/24 12:30,35.82,1e-05
2018/8/24 12:45,35.71,1e-05
2018/8/24 13:00,35.42,1e-05
2018/8/24 13:15,35.39,1e-05
2018/8/24 13:30,35.4,1e-05
2018/8/24 13:45,35.55,1e-05
2018/8/24 14:00,35.44,1e-05
2018/8/24 14:15,35.23,1e-05
2018/8/24 14:30,35.32,1e-05
2018/8/24 14:45,35.16,1e-05
2018/8/24 15:00,35.27,1e-05
2018/8/24 15:15,35.69,1e-05
2018/8/24 15:30,36.12,1e-05
2018/8/24 15:45,35.75,1e-05
2018/8/24 16:00,35.74,1e-05
2018/8/24 16:15,36.03,1e-05
2018/8/24 16:30,36.13,1e-05
2018/8/24 16:45,36.08,1e-05
2018/8/24 17:00,35.6,1e-05
2018/8/24 17:15,35.94,1e-05
2018/8/24 17:30,36.28,1e-05
2018/8/24 17:45,36.13,1e-05
2018/8/24 18:00,36.1,1e-05
2018/8/24 18:15,36.04,1e-05
2018/8/24 18:30,36.53,1e-05
2018/8/24 18:45,36.78,1e-05
2018/8/24 19:00,36.76,1e-05
2018/8/24 19:15,36.8,1e-05
2018/8/24 19:30,37.16,1e-05
2018/8/24 19:45,37.09,1e-05
2018/8/24 20:00,37.05,1e-05
2018/8/24 20:15,37.02,1e-05
2018/8/24 20:30,37.0,1e-05
2018/8/24 20:45,36.5,1e-05
2018/8/24 21:00,36.48,1e-05
2018/8/24 21:15,36.93,1e-05
2018/8/24 21:30,37.2,1e-05
2018/8/24 21:45,37.06,1e-05
2018/8/24 22:00,36.74,1e-05
2018/8/24 22:15,36.55,1e-05
2018/8/24 22:30,36.32,1e-05
2018/8/24 22:45,35.78,1e-05
2018/8/24 23:00,35.01,1e-05
2018/8/24 23:15,34.72,1e-05
2018/8/24 23:30,35.03,1e-05
2018/8/24 23:45,35.35,1e-05
2018/8/25 0:00,34.21,1e-05
2018/8/25 0:15,34.07,1e-05
2018/8/25 0:30,34.1,1e-05
2018/8/25 0:45,34.08,1e-05
2018/8/25 1:00,34.05,1e-05
2018/8/25 1:15,33.72,1e-05
2018/8/25 1:30,33.76,1e-05
2018/8/25 1:45,33.6,1e-05
2018/8/25 2:00,33.76,1e-05
2018/8/25 2:15,33.23,1e-05
2018/8/25 2:30,32.61,1e-05
2018/8/25 2:45,32.3,1e-05
2018/8/25 3:00,32.5,1e-05
2018/8/25 3:15,32.58,1e-05
2018/8/25 3:30,32.46,1e-05
2018/8/25 3:45,31.96,1e-05
2018/8/25 4:00,31.88,1e-05
2018/8/25 4:15,31.22,1e-05
2018/8/25 4:30,30.42,1e-05
2018/8/25 4:45,29.88,1e-05
2018/8/25 5:00,29.84,1e-05
2018/8/25 5:15,29.55,1e-05
2018/8/25 5:30,29.78,1e-05
2018/8/25 5:45,30.27,1e-05
2018/8/25 6:00,30.86,1e-05
2018/8/25 6:15,31.29,1e-05
2018/8/25 6:30,32.21,1e-05
2018/8/25 6:45,32.94,1e-05
2018/8/25 7:00,33.64,1e-05
2018/8/25 7:15,33.83,1e-05
2018/8/25 7:30,34.49,1e-05
2018/8/25 7:45,35.05,1e-05
2018/8/25 8:00,35.67,1e-05
2018/8/25 8:15,35.98,1e-05
2018/8/25 8:30,36.44,1e-05
2018/8/25 8:45,36.97,1e-05
2018/8/25 9:00,37.46,1e-05
2018/8/25 9:15,37.84,1e-05
2018/8/25 9:30,38.03,1e-05
2018/8/25 9:45,38.93,1e-05
2018/8/25 10:00,39.76,1e-05
2018/8/25 10:15,41.1,1e-05
2018/8/25 10:30,42.22,1e-05
2018/8/25 10:45,43.0,1e-05
2018/8/25 11:00,43.88,1e-05
2018/8/25 11:15,44.77,1e-05
2018/8/25 11:30,45.75,1e-05
2018/8/25 11:45,46.74,1e-05
2018/8/25 12:00,47.06,1e-05
2018/8/25 12:15,48.13,1e-05
2018/8/25 12:30,50.21,1e-05
2018/8/25 12:45,51.18,1e-05
2018/8/25 13:00,51.8,1e-05
2018/8/25 13:15,52.48,1e-05
2018/8/25 13:30,52.86,1e-05
2018/8/25 13:45,53.03,1e-05
2018/8/25 14:00,52.78,1e-05
2018/8/25 14:15,52.42,1e-05
2018/8/25 14:30,52.0,1e-05
2018/8/25 14:45,51.89,1e-05
2018/8/25 15:00,51.99,1e-05
2018/8/25 15:15,52.77,1e-05
2018/8/25 15:30,53.33,0.01
2018/8/25 15:45,53.59,0.01
2018/8/25 16:00,53.62,0.01
2018/8/25 16:15,53.61,0.01
2018/8/25 16:30,54.03,0.02
2018/8/25 16:45,54.29,0.02
2018/8/25 17:00,54.54,0.02
2018/8/25 17:15,54.7,0.02
2018/8/25 17:30,54.96,0.02
2018/8/25 17:45,55.13,0.01
2018/8/25 18:00,55.76,0.01
2018/8/25 18:15,55.83,0.01
2018/8/25 18:30,56.25,0.01
2018/8/25 18:45,56.85,1e-05
2018/8/25 19:00,57.61,1e-05
2018/8/25 19:15,58.27,0.01
2018/8/25 19:30,58.76,0.02
2018/8/25 19:45,59.16,0.03
2018/8/25 20:00,59.62,0.04
2018/8/25 20:15,60.12,0.1
2018/8/25 20:30,60.38,0.15
2018/8/25 20:45,60.43,0.21
2018/8/25 21:00,60.82,0.26
2018/8/25 21:15,61.48,0.4
2018/8/25 21:30,61.98,0.54
2018/8/25 21:45,62.1,0.67
2018/8/25 22:00,61.78,0.81
2018/8/25 22:15,62.1,0.99
2018/8/25 22:30,62.23,1.17
2018/8/25 22:45,62.42,1.34
2018/8/25 23:00,62.58,1.52
2018/8/25 23:15,62.98,1.49
2018/8/25 23:30,63.32,1.46
2018/8/25 23:45,63.43,1.43
2018/8/26 0:00,64.31,1.4
2018/8/26 0:15,64.42,1.28
2018/8/26 0:30,64.47,1.16
2018/8/26 0:45,64.47,1.03
2018/8/26 1:00,64.05,0.91
2018/8/26 1:15,63.68,0.8
2018/8/26 1:30,63.52,0.69
2018/8/26 1:45,63.14,0.58
2018/8/26 2:00,62.74,0.47
2018/8/26 2:15,62.35,0.42
2018/8/26 2:30,62.04,0.36
2018/8/26 2:45,62.24,0.31
2018/8/26 3:00,63.01,0.25
2018/8/26 3:15,63.18,0.22
2018/8/26 3:30,63.46,0.18
2018/8/26 3:45,63.44,0.15
2018/8/26 4:00,63.08,0.11
2018/8/26 4:15,62.58,0.09
2018/8/26 4:30,62.17,0.07
2018/8/26 4:45,61.88,0.05
2018/8/26 5:00,62.32,0.03
2018/8/26 5:15,61.98,0.03
2018/8/26 5:30,62.14,0.02
2018/8/26 5:45,62.19,0.02
2018/8/26 6:00,62.42,0.01
2018/8/26 6:15,62.1,0.09
2018/8/26 6:30,62.27,0.17
2018/8/26 6:45,62.19,0.24
2018/8/26 7:00,62.41,0.32
2018/8/26 7:15,62.51,0.26
2018/8/26 7:30,62.7,0.21
2018/8/26 7:45,62.85,0.15
2018/8/26 8:00,63.4,0.09
2018/8/26 8:15,63.49,0.07
2018/8/26 8:30,63.43,0.05
2018/8/26 8:45,63.43,0.02
2018/8/26 9:00,63.28,1e-05
2018/8/26 9:15,62.84,1e-05
2018/8/26 9:30,62.33,1e-05
2018/8/26 9:45,62.19,1e-05
2018/8/26 10:00,61.4,1e-05
2018/8/26 10:15,61.21,1e-05
