date,M,Q
2019/3/21 1:30,0.3,1
2019/3/21 1:45,0.34,1
2019/3/21 2:00,0.38,1
2019/3/21 2:15,0.3,1
2019/3/21 2:30,0.22,1
2019/3/21 2:45,0.14,1
2019/3/21 3:00,0.06,1
2019/3/21 3:15,0.08,1
2019/3/21 3:30,0.1,1
2019/3/21 3:45,0.11,1
2019/3/21 4:00,0.13,1
2019/3/21 4:15,0.22,1
2019/3/21 4:30,0.3,1
2019/3/21 4:45,0.39,1
2019/3/21 5:00,0.47,1
2019/3/21 5:15,0.51,1
2019/3/21 5:30,0.54,1
2019/3/21 5:45,0.58,1
2019/3/21 6:00,0.62,1
2019/3/21 6:15,0.47,1
2019/3/21 6:30,0.31,1
2019/3/21 6:45,0.16,1
2019/3/21 7:30,0.01,3
2019/3/21 7:45,0.01,1
2019/3/21 8:00,0.01,1
2019/3/21 8:15,0.03,1
2019/3/21 8:30,0.04,1
2019/3/21 8:45,0.06,1
2019/3/21 9:00,0.07,1
2019/3/21 9:15,0.11,1
2019/3/21 9:30,0.15,1
2019/3/21 9:45,0.19,1
2019/3/21 10:00,0.23,1
2019/3/21 10:15,0.22,1
2019/3/21 10:30,0.21,1
2019/3/21 10:45,0.2,1
2019/3/21 11:00,0.19,1
2019/3/21 11:15,0.23,1
2019/3/21 11:30,0.27,1
2019/3/21 11:45,0.31,1
2019/3/21 12:00,0.35,1
2019/3/21 12:15,0.34,1
2019/3/21 12:30,0.32,1
2019/3/21 12:45,0.3,1
2019/3/21 13:00,0.29,1
2019/3/21 13:15,0.27,1
2019/3/21 13:30,0.25,1
2019/3/21 13:45,0.23,1
2019/3/21 14:00,0.21,1
2019/3/21 14:15,0.22,1
2019/3/21 14:30,0.23,1
2019/3/21 14:45,0.24,1
2019/3/21 15:00,0.25,1
2019/3/21 15:15,0.34,1
2019/3/21 15:30,0.42,1
2019/3/21 15:45,0.51,1
2019/3/21 16:00,0.59,1
2019/3/21 16:15,0.58,1
2019/3/21 16:30,0.57,1
2019/3/21 16:45,0.57,1
2019/3/21 17:00,0.56,1
2019/3/21 17:15,0.53,1
2019/3/21 17:30,0.49,1
2019/3/21 17:45,0.46,1
2019/3/21 18:00,0.42,1
2019/3/21 18:15,0.33,1
2019/3/21 18:30,0.23,1
2019/3/21 18:45,0.14,1
2019/3/21 19:00,0.04,1
2019/3/21 19:15,0.03,1
2019/3/21 19:30,0.02,1
2019/3/21 19:45,0.01,1
2019/3/22 5:15,0.09,38
2019/3/22 5:30,0.19,1
2019/3/22 5:45,0.28,1
2019/3/22 6:00,0.37,1
2019/3/22 6:15,0.37,1
2019/3/22 6:30,0.37,1
2019/3/22 6:45,0.36,1
2019/3/22 7:00,0.36,1
2019/3/22 7:15,0.44,1
2019/3/22 7:30,0.52,1
2019/3/22 7:45,0.59,1
2019/3/22 8:00,0.67,1
2019/3/22 8:15,0.67,1
2019/3/22 8:30,0.66,1
2019/3/22 8:45,0.66,1
2019/3/22 9:00,0.65,1
2019/3/22 9:15,0.66,1
2019/3/22 9:30,0.68,1
2019/3/22 9:45,0.69,1
2019/3/22 10:00,0.7,1
2019/3/22 10:15,0.63,1
2019/3/22 10:30,0.57,1
2019/3/22 10:45,0.51,1
2019/3/22 11:00,0.44,1
2019/3/22 11:15,0.4,1
2019/3/22 11:30,0.36,1
2019/3/22 11:45,0.32,1
2019/3/22 12:00,0.28,1
2019/3/22 12:15,0.25,1
2019/3/22 12:30,0.22,1
2019/3/22 12:45,0.18,1
2019/3/22 13:00,0.15,1
2019/3/22 13:15,0.12,1
2019/3/22 13:30,0.09,1
2019/3/22 13:45,0.06,1
2019/3/22 14:00,0.03,1
2019/3/22 14:15,0.02,1
2019/3/22 14:30,0.02,1
2019/3/22 14:45,0.01,1
2019/3/24 11:30,0.01,179
2019/3/24 11:45,0.01,1
2019/3/24 12:00,0.01,1
2019/3/24 12:15,0.01,1
2019/3/24 12:30,0.02,1
2019/3/24 12:45,0.02,1
2019/3/24 13:00,0.02,1
2019/3/24 13:15,0.02,1
2019/3/24 13:30,0.03,1
2019/3/24 13:45,0.03,1
2019/3/24 14:00,0.03,1
2019/3/24 14:15,0.02,1
2019/3/24 14:30,0.02,1
2019/3/24 14:45,0.01,1
2019/3/27 6:15,0.01,254
2019/3/27 6:30,0.03,1
2019/3/27 6:45,0.04,1
2019/3/27 7:00,0.05,1
2019/3/27 7:15,0.05,1
2019/3/27 7:30,0.05,1
2019/3/27 7:45,0.05,1
2019/3/27 8:00,0.05,1
2019/3/27 8:15,0.05,1
2019/3/27 8:30,0.05,1
2019/3/27 8:45,0.04,1
2019/3/27 9:00,0.04,1
2019/3/27 9:15,0.03,1
2019/3/27 9:30,0.03,1
2019/3/27 9:45,0.02,1
2019/3/27 10:00,0.01,1
2019/3/27 10:15,0.01,1
2019/3/27 10:30,0.01,1
2019/3/27 23:15,0.01,51
2019/3/27 23:30,0.01,1
2019/3/27 23:45,0.02,1
2019/3/28 0:00,0.02,1
2019/3/28 0:15,0.07,1
2019/3/28 0:30,0.12,1
2019/3/28 0:45,0.16,1
2019/3/28 1:00,0.21,1
2019/3/28 1:15,0.23,1
2019/3/28 1:30,0.24,1
2019/3/28 1:45,0.26,1
2019/3/28 2:00,0.27,1
2019/3/28 2:15,0.21,1
2019/3/28 2:30,0.15,1
2019/3/28 2:45,0.09,1
2019/3/28 3:00,0.03,1
2019/3/28 3:15,0.02,1
2019/3/28 3:30,0.02,1
2019/3/28 3:45,0.01,1
2019/3/28 4:30,0.01,3
2019/3/28 4:45,0.01,1
2019/3/28 5:00,0.01,1
2019/3/28 5:15,0.03,1
2019/3/28 5:30,0.06,1
2019/3/28 5:45,0.08,1
2019/3/28 6:00,0.1,1
2019/3/28 6:15,0.08,1
2019/3/28 6:30,0.05,1
2019/3/28 6:45,0.03,1
2019/3/30 14:15,0.01,222
2019/3/30 14:30,0.01,1
2019/3/30 14:45,0.02,1
2019/3/30 15:00,0.02,1
2019/3/30 15:15,0.16,1
2019/3/30 15:30,0.3,1
2019/3/30 15:45,0.44,1
2019/3/30 16:00,0.58,1
2019/3/30 16:15,0.99,1
2019/3/30 16:30,1.4,1
2019/3/30 16:45,1.8,1
2019/3/30 17:00,2.21,1
2019/3/30 17:15,2.09,1
2019/3/30 17:30,1.97,1
2019/3/30 17:45,1.84,1
2019/3/30 18:00,1.72,1
2019/3/30 18:15,1.41,1
2019/3/30 18:30,1.1,1
2019/3/30 18:45,0.79,1
2019/3/30 19:00,0.48,1
2019/3/30 19:15,0.43,1
2019/3/30 19:30,0.38,1
2019/3/30 19:45,0.32,1
2019/3/30 20:00,0.27,1
2019/3/30 20:15,0.27,1
2019/3/30 20:30,0.27,1
2019/3/30 20:45,0.27,1
2019/3/30 21:00,0.27,1
2019/3/30 21:15,0.26,1
2019/3/30 21:30,0.26,1
2019/3/30 21:45,0.25,1
2019/3/30 22:00,0.24,1
2019/3/30 22:15,0.22,1
2019/3/30 22:30,0.19,1
2019/3/30 22:45,0.17,1
2019/3/30 23:00,0.14,1
2019/3/30 23:15,0.12,1
2019/3/30 23:30,0.09,1
2019/3/30 23:45,0.07,1
2019/3/31 0:00,0.04,1
2019/3/31 0:15,0.03,1
2019/3/31 0:30,0.02,1
2019/3/31 0:45,0.01,1
2019/4/1 20:15,0.03,174
2019/4/1 20:30,0.06,1
2019/4/1 20:45,0.09,1
2019/4/1 21:00,0.12,1
2019/4/1 21:15,0.11,1
2019/4/1 21:30,0.1,1
2019/4/1 21:45,0.09,1
2019/4/1 22:00,0.08,1
2019/4/1 22:15,0.13,1
2019/4/1 22:30,0.18,1
2019/4/1 22:45,0.23,1
2019/4/1 23:00,0.28,1
2019/4/1 23:15,0.42,1
2019/4/1 23:30,0.55,1
2019/4/1 23:45,0.69,1
2019/4/2 0:00,0.82,1
2019/4/2 0:15,1.12,1
2019/4/2 0:30,1.41,1
2019/4/2 0:45,1.71,1
2019/4/2 1:00,2.0,1
2019/4/2 1:15,2.31,1
2019/4/2 1:30,2.62,1
2019/4/2 1:45,2.93,1
2019/4/2 2:00,3.24,1
2019/4/2 2:15,3.29,1
2019/4/2 2:30,3.33,1
2019/4/2 2:45,3.38,1
2019/4/2 3:00,3.42,1
2019/4/2 3:15,3.38,1
2019/4/2 3:30,3.34,1
2019/4/2 3:45,3.3,1
2019/4/2 4:00,3.26,1
2019/4/2 4:15,3.1,1
2019/4/2 4:30,2.95,1
2019/4/2 4:45,2.79,1
2019/4/2 5:00,2.63,1
2019/4/2 5:15,2.66,1
2019/4/2 5:30,2.68,1
2019/4/2 5:45,2.71,1
2019/4/2 6:00,2.73,1
2019/4/2 6:15,2.29,1
2019/4/2 6:30,1.85,1
2019/4/2 6:45,1.4,1
2019/4/2 7:00,0.96,1
2019/4/2 7:15,0.84,1
2019/4/2 7:30,0.72,1
2019/4/2 7:45,0.59,1
2019/4/2 8:00,0.47,1
2019/4/2 8:15,0.52,1
2019/4/2 8:30,0.58,1
2019/4/2 8:45,0.64,1
2019/4/2 9:00,0.69,1
2019/4/2 9:15,0.86,1
2019/4/2 9:30,1.02,1
2019/4/2 9:45,1.19,1
2019/4/2 10:00,1.35,1
2019/4/2 10:15,1.2,1
2019/4/2 10:30,1.05,1
2019/4/2 10:45,0.89,1
2019/4/2 11:00,0.74,1
2019/4/2 11:15,0.79,1
2019/4/2 11:30,0.84,1
2019/4/2 11:45,0.88,1
2019/4/2 12:00,0.93,1
2019/4/2 12:15,0.89,1
2019/4/2 12:30,0.85,1
2019/4/2 12:45,0.8,1
2019/4/2 13:00,0.76,1
2019/4/2 13:15,0.62,1
2019/4/2 13:30,0.49,1
2019/4/2 13:45,0.35,1
2019/4/2 14:00,0.21,1
2019/4/2 14:15,0.17,1
2019/4/2 14:30,0.13,1
2019/4/2 14:45,0.09,1
2019/4/2 15:00,0.05,1
2019/4/2 15:15,0.05,1
2019/4/2 15:30,0.04,1
2019/4/2 15:45,0.04,1
2019/4/2 16:00,0.03,1
2019/4/2 16:15,0.02,1
2019/4/2 16:30,0.02,1
2019/4/2 16:45,0.01,1
2019/4/2 19:30,0.01,11
2019/4/2 19:45,0.01,1
2019/4/2 20:00,0.01,1
2019/4/2 20:15,0.01,1
2019/4/2 20:30,0.01,1
2019/4/8 12:15,0.01,543
2019/4/8 12:30,0.01,1
2019/4/8 12:45,0.02,1
2019/4/8 13:00,0.02,1
2019/4/8 13:15,0.17,1
2019/4/8 13:30,0.32,1
2019/4/8 13:45,0.47,1
2019/4/8 14:00,0.62,1
2019/4/8 14:15,1.59,1
2019/4/8 14:30,2.56,1
2019/4/8 14:45,3.52,1
2019/4/8 15:00,4.49,1
2019/4/8 15:15,4.62,1
2019/4/8 15:30,4.75,1
2019/4/8 15:45,4.87,1
2019/4/8 16:00,5.0,1
2019/4/8 16:15,3.9,1
2019/4/8 16:30,2.8,1
2019/4/8 16:45,1.69,1
2019/4/8 17:00,0.59,1
2019/4/8 17:15,0.44,1
2019/4/8 17:30,0.3,1
2019/4/8 17:45,0.15,1
2019/4/8 18:15,0.02,2
2019/4/8 18:30,0.04,1
2019/4/8 18:45,0.05,1
2019/4/8 19:00,0.07,1
2019/4/8 19:15,0.14,1
2019/4/8 19:30,0.21,1
2019/4/8 19:45,0.27,1
2019/4/8 20:00,0.34,1
2019/4/8 20:15,0.4,1
2019/4/8 20:30,0.46,1
2019/4/8 20:45,0.52,1
2019/4/8 21:00,0.58,1
2019/4/8 21:15,1.42,1
2019/4/8 21:30,2.26,1
2019/4/8 21:45,3.09,1
2019/4/8 22:00,3.93,1
2019/4/8 22:15,4.64,1
2019/4/8 22:30,5.35,1
2019/4/8 22:45,6.05,1
2019/4/8 23:00,6.76,1
2019/4/8 23:15,5.95,1
2019/4/8 23:30,5.15,1
2019/4/8 23:45,4.34,1
2019/4/9 0:00,3.53,1
2019/4/9 0:15,3.38,1
2019/4/9 0:30,3.22,1
2019/4/9 0:45,3.07,1
2019/4/9 1:00,2.91,1
2019/4/9 1:15,4.14,1
2019/4/9 1:30,5.36,1
2019/4/9 1:45,6.59,1
2019/4/9 2:00,7.81,1
2019/4/9 2:15,7.31,1
2019/4/9 2:30,6.81,1
2019/4/9 2:45,6.3,1
2019/4/9 3:00,5.8,1
2019/4/9 3:15,4.75,1
2019/4/9 3:30,3.7,1
2019/4/9 3:45,2.65,1
2019/4/9 4:00,1.6,1
2019/4/9 4:15,1.25,1
2019/4/9 4:30,0.9,1
2019/4/9 4:45,0.54,1
2019/4/9 5:00,0.19,1
2019/4/9 5:15,0.15,1
2019/4/9 5:30,0.1,1
2019/4/9 5:45,0.06,1
2019/4/9 6:00,0.01,1
2019/4/9 6:15,0.13,1
2019/4/9 6:30,0.25,1
2019/4/9 6:45,0.36,1
2019/4/9 7:00,0.48,1
2019/4/9 7:15,0.41,1
2019/4/9 7:30,0.34,1
2019/4/9 7:45,0.27,1
2019/4/9 8:00,0.2,1
2019/4/9 8:15,0.17,1
2019/4/9 8:30,0.14,1
2019/4/9 8:45,0.11,1
2019/4/9 9:00,0.08,1
2019/4/9 9:15,0.06,1
2019/4/9 9:30,0.04,1
2019/4/9 9:45,0.02,1
2019/4/10 6:15,0.08,82
2019/4/10 6:30,0.17,1
2019/4/10 6:45,0.25,1
2019/4/10 7:00,0.33,1
2019/4/10 7:15,0.45,1
2019/4/10 7:30,0.57,1
2019/4/10 7:45,0.68,1
2019/4/10 8:00,0.8,1
2019/4/10 8:15,0.74,1
2019/4/10 8:30,0.69,1
2019/4/10 8:45,0.63,1
2019/4/10 9:00,0.57,1
2019/4/10 9:15,0.43,1
2019/4/10 9:30,0.29,1
2019/4/10 9:45,0.15,1
2019/4/10 10:00,0.01,1
2019/4/10 10:15,0.02,1
2019/4/10 10:30,0.03,1
2019/4/10 10:45,0.03,1
2019/4/10 11:00,0.04,1
2019/4/10 11:15,0.03,1
2019/4/10 11:30,0.03,1
2019/4/10 11:45,0.02,1
2019/4/10 12:00,0.01,1
2019/4/10 12:15,0.02,1
2019/4/10 12:30,0.03,1
2019/4/10 12:45,0.04,1
2019/4/10 13:00,0.05,1
2019/4/10 13:15,0.11,1
2019/4/10 13:30,0.18,1
2019/4/10 13:45,0.24,1
2019/4/10 14:00,0.3,1
2019/4/10 14:15,0.26,1
2019/4/10 14:30,0.22,1
2019/4/10 14:45,0.19,1
2019/4/10 15:00,0.15,1
2019/4/10 15:15,0.14,1
2019/4/10 15:30,0.14,1
2019/4/10 15:45,0.14,1
2019/4/10 16:00,0.13,1
2019/4/10 16:15,0.16,1
2019/4/10 16:30,0.19,1
2019/4/10 16:45,0.21,1
2019/4/10 17:00,0.24,1
2019/4/10 17:15,0.2,1
2019/4/10 17:30,0.16,1
2019/4/10 17:45,0.11,1
2019/4/10 18:00,0.07,1
2019/4/10 18:15,0.07,1
2019/4/10 18:30,0.06,1
2019/4/10 18:45,0.06,1
2019/4/10 19:00,0.05,1
2019/4/10 19:15,0.04,1
2019/4/10 19:30,0.03,1
2019/4/10 19:45,0.01,1
2019/4/13 9:15,0.01,246
2019/4/13 9:30,0.02,1
2019/4/13 9:45,0.03,1
2019/4/13 10:00,0.04,1
2019/4/13 10:15,0.05,1
2019/4/13 10:30,0.06,1
2019/4/13 10:45,0.06,1
2019/4/13 11:00,0.07,1
2019/4/13 11:15,0.05,1
2019/4/13 11:30,0.04,1
2019/4/13 11:45,0.02,1
2019/4/14 1:15,0.02,54
2019/4/14 1:30,0.04,1
2019/4/14 1:45,0.06,1
2019/4/14 2:00,0.08,1
2019/4/14 2:15,0.08,1
2019/4/14 2:30,0.08,1
2019/4/14 2:45,0.08,1
2019/4/14 3:00,0.08,1
2019/4/14 3:15,0.06,1
2019/4/14 3:30,0.04,1
2019/4/14 3:45,0.02,1
2019/4/18 8:15,0.07,402
2019/4/18 8:30,0.14,1
2019/4/18 8:45,0.2,1
2019/4/18 9:00,0.27,1
2019/4/18 9:15,1.11,1
2019/4/18 9:30,1.95,1
2019/4/18 9:45,2.78,1
2019/4/18 10:00,3.62,1
2019/4/18 10:15,2.75,1
2019/4/18 10:30,1.88,1
2019/4/18 10:45,1.0,1
2019/4/18 11:00,0.13,1
2019/4/18 11:15,0.12,1
2019/4/18 11:30,0.12,1
2019/4/18 11:45,0.11,1
2019/4/18 12:00,0.1,1
2019/4/18 12:15,0.08,1
2019/4/18 12:30,0.06,1
2019/4/18 12:45,0.03,1
2019/4/18 13:00,0.01,1
2019/4/18 13:15,0.07,1
2019/4/18 13:30,0.14,1
2019/4/18 13:45,0.2,1
2019/4/18 14:00,0.26,1
2019/4/18 14:15,0.77,1
2019/4/18 14:30,1.28,1
2019/4/18 14:45,1.79,1
2019/4/18 15:00,2.3,1
2019/4/18 15:15,2.55,1
2019/4/18 15:30,2.81,1
2019/4/18 15:45,3.06,1
2019/4/18 16:00,3.31,1
2019/4/18 16:15,3.24,1
2019/4/18 16:30,3.18,1
2019/4/18 16:45,3.11,1
2019/4/18 17:00,3.04,1
2019/4/18 17:15,3.14,1
2019/4/18 17:30,3.24,1
2019/4/18 17:45,3.34,1
2019/4/18 18:00,3.44,1
2019/4/18 18:15,2.69,1
2019/4/18 18:30,1.94,1
2019/4/18 18:45,1.18,1
2019/4/18 19:00,0.43,1
2019/4/18 19:15,0.34,1
2019/4/18 19:30,0.25,1
2019/4/18 19:45,0.15,1
2019/4/18 20:00,0.06,1
2019/4/18 20:15,0.05,1
2019/4/18 20:30,0.04,1
2019/4/18 20:45,0.03,1
2019/4/18 21:00,0.02,1
2019/4/18 21:15,0.02,1
2019/4/18 21:30,0.01,1
2019/4/18 21:45,0.01,1
2019/4/19 0:30,0.01,11
2019/4/19 0:45,0.01,1
2019/4/19 1:00,0.01,1
2019/4/19 1:15,0.01,1
2019/4/19 1:30,0.01,1
2019/4/19 5:30,0.01,16
2019/4/19 5:45,0.01,1
2019/4/19 6:00,0.01,1
2019/4/19 6:15,0.01,1
2019/4/19 6:30,0.01,1
2019/4/20 5:15,0.01,91
2019/4/20 5:30,0.02,1
2019/4/20 5:45,0.02,1
2019/4/20 6:00,0.03,1
2019/4/20 6:15,0.03,1
2019/4/20 6:30,0.02,1
2019/4/20 6:45,0.02,1
2019/4/20 7:00,0.01,1
2019/4/20 7:15,0.02,1
2019/4/20 7:30,0.02,1
2019/4/20 7:45,0.03,1
2019/4/20 8:00,0.03,1
2019/4/20 8:15,0.03,1
2019/4/20 8:30,0.03,1
2019/4/20 8:45,0.02,1
2019/4/20 9:00,0.02,1
2019/4/20 9:15,0.02,1
2019/4/20 9:30,0.03,1
2019/4/20 9:45,0.03,1
2019/4/20 10:00,0.03,1
2019/4/20 10:15,0.11,1
2019/4/20 10:30,0.19,1
2019/4/20 10:45,0.27,1
2019/4/20 11:00,0.35,1
2019/4/20 11:15,0.3,1
2019/4/20 11:30,0.25,1
2019/4/20 11:45,0.2,1
2019/4/20 12:00,0.15,1
2019/4/20 12:15,0.12,1
2019/4/20 12:30,0.09,1
2019/4/20 12:45,0.06,1
2019/4/20 13:00,0.03,1
2019/4/20 13:15,0.03,1
2019/4/20 13:30,0.02,1
2019/4/20 13:45,0.02,1
2019/4/20 14:00,0.01,1
2019/4/20 14:15,0.01,1
2019/4/20 14:30,0.01,1
2019/4/20 17:30,0.01,12
2019/4/20 17:45,0.01,1
2019/4/20 18:00,0.01,1
2019/4/20 18:15,0.04,1
2019/4/20 18:30,0.06,1
2019/4/20 18:45,0.09,1
2019/4/20 19:00,0.11,1
2019/4/20 19:15,0.1,1
2019/4/20 19:30,0.09,1
2019/4/20 19:45,0.07,1
2019/4/20 20:00,0.06,1
2019/4/20 20:15,0.05,1
2019/4/20 20:30,0.04,1
2019/4/20 20:45,0.03,1
2019/4/20 21:00,0.02,1
2019/4/20 21:15,0.04,1
2019/4/20 21:30,0.07,1
2019/4/20 21:45,0.09,1
2019/4/20 22:00,0.11,1
2019/4/20 22:15,0.14,1
2019/4/20 22:30,0.16,1
2019/4/20 22:45,0.19,1
2019/4/20 23:00,0.21,1
2019/4/20 23:15,0.21,1
2019/4/20 23:30,0.21,1
2019/4/20 23:45,0.21,1
2019/4/21 0:00,0.21,1
2019/4/21 0:15,0.25,1
2019/4/21 0:30,0.3,1
2019/4/21 0:45,0.34,1
2019/4/21 1:00,0.38,1
2019/4/21 1:15,0.47,1
2019/4/21 1:30,0.55,1
2019/4/21 1:45,0.64,1
2019/4/21 2:00,0.73,1
2019/4/21 2:15,0.78,1
2019/4/21 2:30,0.83,1
2019/4/21 2:45,0.88,1
2019/4/21 3:00,0.93,1
2019/4/21 3:15,1.03,1
2019/4/21 3:30,1.13,1
2019/4/21 3:45,1.22,1
2019/4/21 4:00,1.32,1
2019/4/21 4:15,1.27,1
2019/4/21 4:30,1.23,1
2019/4/21 4:45,1.18,1
2019/4/21 5:00,1.13,1
2019/4/21 5:15,1.12,1
2019/4/21 5:30,1.11,1
2019/4/21 5:45,1.09,1
2019/4/21 6:00,1.08,1
2019/4/21 6:15,0.83,1
2019/4/21 6:30,0.59,1
2019/4/21 6:45,0.34,1
2019/4/21 7:00,0.09,1
2019/4/21 7:15,0.07,1
2019/4/21 7:30,0.05,1
2019/4/21 7:45,0.02,1
2019/4/21 16:15,0.01,34
2019/4/21 16:30,0.01,1
2019/4/21 16:45,0.02,1
2019/4/21 17:00,0.02,1
2019/4/21 17:15,0.03,1
2019/4/21 17:30,0.04,1
2019/4/21 17:45,0.04,1
2019/4/21 18:00,0.05,1
2019/4/21 18:15,0.07,1
2019/4/21 18:30,0.1,1
2019/4/21 18:45,0.12,1
2019/4/21 19:00,0.14,1
2019/4/21 19:15,0.11,1
2019/4/21 19:30,0.08,1
2019/4/21 19:45,0.05,1
2019/4/21 20:00,0.02,1
2019/4/21 20:15,0.02,1
2019/4/21 20:30,0.02,1
2019/4/21 20:45,0.01,1
2019/4/21 21:00,0.01,1
2019/4/21 21:15,0.01,1
2019/4/21 21:30,0.02,1
2019/4/21 21:45,0.02,1
2019/4/21 22:00,0.02,1
2019/4/21 22:15,0.02,1
2019/4/21 22:30,0.02,1
2019/4/21 22:45,0.02,1
2019/4/21 23:00,0.02,1
2019/4/21 23:15,0.2,1
2019/4/21 23:30,0.38,1
2019/4/21 23:45,0.56,1
2019/4/22 0:00,0.74,1
2019/4/22 0:15,1.03,1
2019/4/22 0:30,1.32,1
2019/4/22 0:45,1.6,1
2019/4/22 1:00,1.89,1
2019/4/22 1:15,1.88,1
2019/4/22 1:30,1.87,1
2019/4/22 1:45,1.85,1
2019/4/22 2:00,1.84,1
2019/4/22 2:15,1.64,1
2019/4/22 2:30,1.44,1
2019/4/22 2:45,1.24,1
2019/4/22 3:00,1.04,1
2019/4/22 3:15,1.12,1
2019/4/22 3:30,1.21,1
2019/4/22 3:45,1.29,1
2019/4/22 4:00,1.37,1
2019/4/22 4:15,1.14,1
2019/4/22 4:30,0.91,1
2019/4/22 4:45,0.67,1
2019/4/22 5:00,0.44,1
2019/4/22 5:15,0.8,1
2019/4/22 5:30,1.16,1
2019/4/22 5:45,1.52,1
2019/4/22 6:00,1.88,1
2019/4/22 6:15,1.42,1
2019/4/22 6:30,0.97,1
2019/4/22 6:45,0.51,1
2019/4/22 7:00,0.05,1
2019/4/22 7:15,0.07,1
2019/4/22 7:30,0.08,1
2019/4/22 7:45,0.1,1
2019/4/22 8:00,0.11,1
2019/4/22 8:15,0.08,1
2019/4/22 8:30,0.06,1
2019/4/22 8:45,0.03,1
2019/4/22 9:15,0.07,2
2019/4/22 9:30,0.14,1
2019/4/22 9:45,0.21,1
2019/4/22 10:00,0.28,1
2019/4/22 10:15,0.26,1
2019/4/22 10:30,0.24,1
2019/4/22 10:45,0.22,1
2019/4/22 11:00,0.2,1
2019/4/22 11:15,0.33,1
2019/4/22 11:30,0.45,1
2019/4/22 11:45,0.57,1
2019/4/22 12:00,0.7,1
2019/4/22 12:15,0.73,1
2019/4/22 12:30,0.77,1
2019/4/22 12:45,0.81,1
2019/4/22 13:00,0.84,1
2019/4/22 13:15,0.79,1
2019/4/22 13:30,0.73,1
2019/4/22 13:45,0.68,1
2019/4/22 14:00,0.62,1
2019/4/22 14:15,0.53,1
2019/4/22 14:30,0.44,1
2019/4/22 14:45,0.35,1
2019/4/22 15:00,0.26,1
2019/4/22 15:15,0.2,1
2019/4/22 15:30,0.13,1
2019/4/22 15:45,0.07,1
2019/4/23 4:30,0.01,51
2019/4/23 4:45,0.01,1
2019/4/23 5:00,0.01,1
2019/4/23 5:15,0.01,1
2019/4/23 5:30,0.01,1
2019/4/23 5:45,0.01,1
2019/4/23 6:00,0.01,1
2019/4/23 6:15,0.01,1
2019/4/23 6:30,0.01,1
2019/4/23 6:45,0.01,1
2019/4/23 7:00,0.01,1
2019/4/23 7:15,0.01,1
2019/4/23 7:30,0.01,1
2019/4/24 1:30,0.01,72
2019/4/24 1:45,0.01,1
2019/4/24 2:00,0.01,1
2019/4/24 2:15,0.01,1
2019/4/24 2:30,0.01,1
2019/4/24 3:15,0.01,3
2019/4/24 3:30,0.01,1
2019/4/24 3:45,0.02,1
2019/4/24 4:00,0.02,1
2019/4/24 4:15,0.02,1
2019/4/24 4:30,0.02,1
2019/4/24 4:45,0.01,1
2019/4/24 5:00,0.01,1
2019/4/24 5:15,0.01,1
2019/4/24 5:30,0.01,1
2019/4/24 6:15,0.01,3
2019/4/24 6:30,0.01,1
2019/4/24 6:45,0.02,1
2019/4/24 7:00,0.02,1
2019/4/24 7:15,0.02,1
2019/4/24 7:30,0.02,1
2019/4/24 7:45,0.02,1
2019/4/24 8:00,0.02,1
2019/4/24 8:15,0.02,1
2019/4/24 8:30,0.01,1
2019/4/24 8:45,0.01,1
2019/4/24 15:15,0.01,26
2019/4/24 15:30,0.01,1
2019/4/24 15:45,0.02,1
2019/4/24 16:00,0.02,1
2019/4/24 16:15,0.11,1
2019/4/24 16:30,0.2,1
2019/4/24 16:45,0.29,1
2019/4/24 17:00,0.38,1
2019/4/24 17:15,0.4,1
2019/4/24 17:30,0.43,1
2019/4/24 17:45,0.45,1
2019/4/24 18:00,0.47,1
2019/4/24 18:15,0.35,1
2019/4/24 18:30,0.24,1
2019/4/24 18:45,0.12,1
2019/4/25 1:15,0.01,26
2019/4/25 1:30,0.01,1
2019/4/25 1:45,0.02,1
2019/4/25 2:00,0.02,1
2019/4/25 2:15,0.06,1
2019/4/25 2:30,0.11,1
2019/4/25 2:45,0.15,1
2019/4/25 3:00,0.19,1
2019/4/25 3:15,0.21,1
2019/4/25 3:30,0.22,1
2019/4/25 3:45,0.24,1
2019/4/25 4:00,0.25,1
2019/4/25 4:15,0.22,1
2019/4/25 4:30,0.18,1
2019/4/25 4:45,0.15,1
2019/4/25 5:00,0.11,1
2019/4/25 5:15,0.1,1
2019/4/25 5:30,0.1,1
2019/4/25 5:45,0.09,1
2019/4/25 6:00,0.08,1
2019/4/25 6:15,0.09,1
2019/4/25 6:30,0.1,1
2019/4/25 6:45,0.11,1
2019/4/25 7:00,0.12,1
2019/4/25 7:15,0.1,1
2019/4/25 7:30,0.07,1
2019/4/25 7:45,0.05,1
2019/4/25 8:00,0.02,1
2019/4/25 8:15,0.02,1
2019/4/25 8:30,0.01,1
2019/4/25 8:45,0.01,1
2019/4/25 14:30,0.01,23
2019/4/25 14:45,0.01,1
2019/4/25 15:00,0.01,1
2019/4/25 15:15,0.01,1
2019/4/25 15:30,0.01,1
2019/4/25 15:45,0.01,1
2019/4/25 16:00,0.01,1
2019/4/25 16:15,0.01,1
2019/4/25 16:30,0.01,1
2019/4/25 16:45,0.01,1
2019/4/25 17:00,0.01,1
2019/4/25 17:15,0.01,1
2019/4/25 17:30,0.01,1
2019/4/25 21:15,0.01,15
2019/4/25 21:30,0.01,1
2019/4/25 21:45,0.02,1
2019/4/25 22:00,0.02,1
